"","Abreviatura","FECHA_DEF","acumulados_estimados","tasa_4dias","tasa_suave","Estado","suave_duplex","Poblacion2010","per_capita"
"1015","GR","2020-05-04",78,1.3,1.30364293659622,"GUERRERO",10.4561830229592,3388768,0.0230172145157178
"1016","GR","2020-05-05",83,1.33870967741935,1.32649769585253,"GUERRERO",9.81300895404044,3388768,0.0244926769846741
"1017","GR","2020-05-06",93,1.32857142857143,1.33342259310001,"GUERRERO",9.63544122607017,3388768,0.0274436019225866
"1018","GR","2020-05-07",99,1.33783783783784,1.33118998118998,"GUERRERO",9.69188338218128,3388768,0.0292141568853341
"1019","GR","2020-05-08",103,1.32051282051282,1.335077315499,"GUERRERO",9.59409099011796,3388768,0.0303945268604992
"1020","GR","2020-05-09",113,1.36144578313253,1.33074356981275,"GUERRERO",9.7032598759828,3388768,0.0333454517984117
"1021","GR","2020-05-10",119,1.27956989247312,1.29832821020151,"GUERRERO",10.619794158174,3388768,0.0351160067611592
"1022","GR","2020-05-11",126,1.27272727272727,1.2790716434625,"GUERRERO",11.2645253467451,3388768,0.037181654217698
"1023","GR","2020-05-12",133,1.29126213592233,1.27575978879785,"GUERRERO",11.3844417076102,3388768,0.0392473016742368
"1024","GR","2020-05-13",141,1.24778761061947,1.25973454937435,"GUERRERO",12.0076935051607,3388768,0.0416080416245668
"1025","GR","2020-05-14",149,1.25210084033613,1.25942589425151,"GUERRERO",12.0204503284286,3388768,0.0439687815748968
"1026","GR","2020-05-15",162,1.28571428571429,1.28670942061035,"GUERRERO",10.9984901011261,3388768,0.0478049839941831
"1027","GR","2020-05-16",176,1.32330827067669,1.32350823868181,"GUERRERO",9.89199975339887,3388768,0.0519362789072607
"1028","GR","2020-05-17",192,1.36170212765957,1.36067142008956,"GUERRERO",9.00254660745437,3388768,0.0566577588079208
"1029","GR","2020-05-18",208,1.39597315436242,1.37793626313362,"GUERRERO",8.64847741287379,3388768,0.0613792387085808
"1030","GR","2020-05-19",220.011651816313,1.35809661615008,1.37322860208654,"GUERRERO",8.74179723905164,3388768,0.0649237869976087
"1031","GR","2020-05-20",243.011651816313,1.38074802168359,1.36845500318181,"GUERRERO",8.83884145266343,3388768,0.0717109143548076
"1032","GR","2020-05-21",260.011651816313,1.35422735320996,1.35644930199741,"GUERRERO",9.09431683176924,3388768,0.0767274867492589
"1033","GR","2020-05-22",278.011651816313,1.33659447988612,1.34321314079131,"GUERRERO",9.39654783705405,3388768,0.0820391516375015
"1034","GR","2020-05-23",296.011651816313,1.34543625018302,1.32993060778323,"GUERRERO",9.72405628021872,3388768,0.087350816525744
"1035","GR","2020-05-24",314.03313168717,1.29225545088077,1.31038856594963,"GUERRERO",10.2565503337941,3388768,0.0926688199626442
"1036","GR","2020-05-25",341.03313168717,1.31160711185395,1.30534381492765,"GUERRERO",10.4050193108567,3388768,0.100636317295008
"1037","GR","2020-05-26",363.056968835892,1.30590558512192,1.30774792629349,"GUERRERO",10.3336614683689,3388768,0.107135386322077
"1038","GR","2020-05-27",387.056968835892,1.30757342307619,1.3019536660454,"GUERRERO",10.5075651292161,3388768,0.114217606173067
"1039","GR","2020-05-28",404.085973736656,1.2867622329073,1.28190236898183,"GUERRERO",11.1642532983984,3388768,0.119242737696017
"1040","GR","2020-05-29",425.101750211413,1.24651158703653,1.24953663525884,"GUERRERO",12.4458140166349,3388768,0.125444335584913
"1041","GR","2020-05-30",442.334500277462,1.21836113405498,1.22073580418168,"GUERRERO",13.9009073280025,3388768,0.130529590776784
"1042","GR","2020-05-31",464.355868977275,1.1997093615802,1.2035859866706,"GUERRERO",14.962264349567,3388768,0.137027931383109
"1043","GR","2020-06-01",483.514765230591,1.19656408946701,1.19785860222053,"GUERRERO",15.3575848902877,3388768,0.142681577856788
"1044","GR","2020-06-02",509.525626541119,1.19859686836791,1.19614328886442,"GUERRERO",15.480461843859,3388768,0.15035718778657
"1045","GR","2020-06-03",526.73870358868,1.19081532925484,1.18800247728896,"GUERRERO",16.0941284719271,3388768,0.155436637618356
"1046","GR","2020-06-04",544.124026375071,1.17178238227823,1.17640139232184,"GUERRERO",17.0662736905116,3388768,0.160566915874758
"1047","GR","2020-06-05",566.304810806895,1.17122547547606,1.16547909681456,"GUERRERO",18.105845267487,3388768,0.167112298866991
"1048","GR","2020-06-06",584.773927174174,1.14768305402787,1.15517314231283,"GUERRERO",19.2206871322241,3388768,0.172562396473932
"1049","GR","2020-06-07",607.909657028331,1.15410098571955,1.15263484796948,"GUERRERO",19.5183321667341,3388768,0.179389576692276
"1050","GR","2020-06-08",628.275182923085,1.15465436641095,1.15136379656787,"GUERRERO",19.671123014602,3388768,0.185399290515929
"1051","GR","2020-06-09",646.74584253572,1.14204546773002,1.14527911843236,"GUERRERO",20.4395271483154,3388768,0.190849843522991
"1052","GR","2020-06-10",668.028876458233,1.14237117185846,1.13863860129976,"GUERRERO",21.3549827447612,3388768,0.197130307078629
"1053","GR","2020-06-11",685.580203215848,1.1277665937521,1.1290486916882,"GUERRERO",22.8430838467418,3388768,0.202309571860879
"1054","GR","2020-06-12",702.594110264163,1.11829040739013,1.12236557808871,"GUERRERO",24.0178690115973,3388768,0.207330248120899
"1055","GR","2020-06-13",727.663386422164,1.12511490382248,1.12241357862741,"GUERRERO",24.0089744383733,3388768,0.214728003339905
"1056","GR","2020-06-14",748.949952831002,1.12113409947456,1.12009033469699,"GUERRERO",24.4476228351681,3388768,0.221009509305742
"1057","GR","2020-06-15",763.035845222909,1.11297823601636,1.11529643217325,"GUERRERO",25.4085678916881,3388768,0.225166150418946
